Charity,Food Moved KG,Year,eatwellcatagory_name,member_id
Catch/Ark Community Cafe (HH),82.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",4902
Catch/Ark Community Cafe (HH),43.6,2024,Dairy and alternatives,4902
Catch/Ark Community Cafe (HH),51.8,2024,Eat less often and in small amounts,4902
Catch/Ark Community Cafe (HH),50.3,2024,Fruit and vegetables,4902
Catch/Ark Community Cafe (HH),107.3,2024,Not Applicable,4902
Catch/Ark Community Cafe (HH),103.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4902
Cavendish Primary School,160.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",8331
Cavendish Primary School,147.7,2024,Dairy and alternatives,8331
Cavendish Primary School,177.68,2024,Eat less often and in small amounts,8331
Cavendish Primary School,863.7,2024,Fruit and vegetables,8331
Cavendish Primary School,207.7,2024,Not Applicable,8331
Cavendish Primary School,3,2024,Oil & Spreads,8331
Cavendish Primary School,534,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8331
CFYDC (Chance),683.3,2024,"Beans, pulses, fish, eggs, meat and other proteins",6282
CFYDC (Chance),424.5,2024,Dairy and alternatives,6282
CFYDC (Chance),596.5,2024,Eat less often and in small amounts,6282
CFYDC (Chance),2043.2,2024,Fruit and vegetables,6282
CFYDC (Chance),298.6,2024,Not Applicable,6282
CFYDC (Chance),1317.7,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6282
Christ Church EC Academy,559.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",5645
Christ Church EC Academy,536.2,2024,Dairy and alternatives,5645
Christ Church EC Academy,398.75,2024,Eat less often and in small amounts,5645
Christ Church EC Academy,1285.1,2024,Fruit and vegetables,5645
Christ Church EC Academy,116.05,2024,Not Applicable,5645
Christ Church EC Academy,690.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5645
Clapgate Primary School,393.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",6049
Clapgate Primary School,366.8,2024,Dairy and alternatives,6049
Clapgate Primary School,233.91,2024,Eat less often and in small amounts,6049
Clapgate Primary School,1403.6,2024,Fruit and vegetables,6049
Clapgate Primary School,198,2024,Not Applicable,6049
Clapgate Primary School,817.52,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6049
Colne Valley Help / Slaithwaite Mutual Aid,705.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",9468
Colne Valley Help / Slaithwaite Mutual Aid,581.7,2024,Dairy and alternatives,9468
Colne Valley Help / Slaithwaite Mutual Aid,516.08,2024,Eat less often and in small amounts,9468
Colne Valley Help / Slaithwaite Mutual Aid,2324.75,2024,Fruit and vegetables,9468
Colne Valley Help / Slaithwaite Mutual Aid,408.2,2024,Not Applicable,9468
Colne Valley Help / Slaithwaite Mutual Aid,1478.02,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9468
Community Awareness Programme (CAP),1431.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",946
Community Awareness Programme (CAP),504.1,2024,Dairy and alternatives,946
Community Awareness Programme (CAP),815.49,2024,Eat less often and in small amounts,946
Community Awareness Programme (CAP),2114.45,2024,Fruit and vegetables,946
Community Awareness Programme (CAP),208.4,2024,Not Applicable,946
Community Awareness Programme (CAP),1295.75,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",946
Community Awareness Programme (YSH),143.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",10168
Community Awareness Programme (YSH),57.3,2024,Eat less often and in small amounts,10168
Community Awareness Programme (YSH),159,2024,Fruit and vegetables,10168
Community Awareness Programme (YSH),175.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10168
Community Values CIC,677.84,2024,"Beans, pulses, fish, eggs, meat and other proteins",11976
Community Values CIC,540.6,2024,Dairy and alternatives,11976
Community Values CIC,735.19,2024,Eat less often and in small amounts,11976
Community Values CIC,2452.598,2024,Fruit and vegetables,11976
Community Values CIC,447.1,2024,Not Applicable,11976
Community Values CIC,1630.4,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11976
Communityworks - Bradford,460.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",947
Communityworks - Bradford,466.2,2024,Dairy and alternatives,947
Communityworks - Bradford,374.14,2024,Eat less often and in small amounts,947
Communityworks - Bradford,1913.3,2024,Fruit and vegetables,947
Communityworks - Bradford,215.1,2024,Not Applicable,947
Communityworks - Bradford,1222.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",947
Complete Woman CIC,590.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",7862
Complete Woman CIC,554.8,2024,Dairy and alternatives,7862
Complete Woman CIC,761.43,2024,Eat less often and in small amounts,7862
Complete Woman CIC,2226.45,2024,Fruit and vegetables,7862
Complete Woman CIC,411.1,2024,Not Applicable,7862
Complete Woman CIC,4.5,2024,Oil & Spreads,7862
Complete Woman CIC,1321.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7862
Complete Woman CIC (YSH),134.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",9422
Complete Woman CIC (YSH),65.3,2024,Eat less often and in small amounts,9422
Complete Woman CIC (YSH),197.864,2024,Fruit and vegetables,9422
Complete Woman CIC (YSH),10,2024,Not Applicable,9422
Complete Woman CIC (YSH),171.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9422
"Connecting Crossgates ""Community Fridge""",930.12,2024,"Beans, pulses, fish, eggs, meat and other proteins",11276
"Connecting Crossgates ""Community Fridge""",587.9,2024,Dairy and alternatives,11276
"Connecting Crossgates ""Community Fridge""",700.01,2024,Eat less often and in small amounts,11276
"Connecting Crossgates ""Community Fridge""",3166.3,2024,Fruit and vegetables,11276
"Connecting Crossgates ""Community Fridge""",448.88,2024,Not Applicable,11276
"Connecting Crossgates ""Community Fridge""",1745.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11276
Connecting Crossgates HH (Crossgates),41.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",10807
Connecting Crossgates HH (Crossgates),49.7,2024,Dairy and alternatives,10807
Connecting Crossgates HH (Crossgates),130.2,2024,Eat less often and in small amounts,10807
Connecting Crossgates HH (Crossgates),216,2024,Fruit and vegetables,10807
Connecting Crossgates HH (Crossgates),143,2024,Not Applicable,10807
Connecting Crossgates HH (Crossgates),116.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10807
Cranmore Food Pantry - Health For All (YSH),256.45,2024,"Beans, pulses, fish, eggs, meat and other proteins",9476
Cranmore Food Pantry - Health For All (YSH),192,2024,Eat less often and in small amounts,9476
Cranmore Food Pantry - Health For All (YSH),494.05,2024,Fruit and vegetables,9476
Cranmore Food Pantry - Health For All (YSH),5,2024,Not Applicable,9476
Cranmore Food Pantry - Health For All (YSH),396.9,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9476
Cyrenians (BFD),106.1,2024,"Beans, pulses, fish, eggs, meat and other proteins",4628
Cyrenians (BFD),451,2024,Dairy and alternatives,4628
Cyrenians (BFD),358.68,2024,Eat less often and in small amounts,4628
Cyrenians (BFD),1691.5,2024,Fruit and vegetables,4628
Cyrenians (BFD),225.1,2024,Not Applicable,4628
Cyrenians (BFD),973,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4628
DAZL HH,99.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",6853
DAZL HH,107.5,2024,Dairy and alternatives,6853
DAZL HH,219.5,2024,Eat less often and in small amounts,6853
DAZL HH,235.8,2024,Fruit and vegetables,6853
DAZL HH,299,2024,Not Applicable,6853
DAZL HH,292.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6853
Denby Dale Centre Pantry,378.9,2024,"Beans, pulses, fish, eggs, meat and other proteins",12503
Denby Dale Centre Pantry,336.9,2024,Dairy and alternatives,12503
Denby Dale Centre Pantry,391.35,2024,Eat less often and in small amounts,12503
Denby Dale Centre Pantry,1192.75,2024,Fruit and vegetables,12503
Denby Dale Centre Pantry,296.5,2024,Not Applicable,12503
Denby Dale Centre Pantry,685.9,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12503
Eastmoor Community Project,1002.41,2024,"Beans, pulses, fish, eggs, meat and other proteins",11702
Eastmoor Community Project,661.4,2024,Dairy and alternatives,11702
Eastmoor Community Project,874.15,2024,Eat less often and in small amounts,11702
Eastmoor Community Project,2262.814,2024,Fruit and vegetables,11702
Eastmoor Community Project,282.9,2024,Not Applicable,11702
Eastmoor Community Project,1368,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11702
Feedo Needo Bradford,134.45,2024,"Beans, pulses, fish, eggs, meat and other proteins",7295
Feedo Needo Bradford,516.1,2024,Dairy and alternatives,7295
Feedo Needo Bradford,479.44,2024,Eat less often and in small amounts,7295
Feedo Needo Bradford,1996.3,2024,Fruit and vegetables,7295
Feedo Needo Bradford,284,2024,Not Applicable,7295
Feedo Needo Bradford,3,2024,Oil & Spreads,7295
Feedo Needo Bradford,1360,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7295
Ferrybridge Community Pantry,157.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",12682
Ferrybridge Community Pantry,91.4,2024,Dairy and alternatives,12682
Ferrybridge Community Pantry,123,2024,Eat less often and in small amounts,12682
Ferrybridge Community Pantry,598.1,2024,Fruit and vegetables,12682
Ferrybridge Community Pantry,61,2024,Not Applicable,12682
Ferrybridge Community Pantry,235.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12682
Fieldhead Primary Academy,328,2024,"Beans, pulses, fish, eggs, meat and other proteins",9482
Fieldhead Primary Academy,330,2024,Dairy and alternatives,9482
Fieldhead Primary Academy,282,2024,Eat less often and in small amounts,9482
Fieldhead Primary Academy,1023.7,2024,Fruit and vegetables,9482
Fieldhead Primary Academy,64,2024,Not Applicable,9482
Fieldhead Primary Academy,775.4,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9482
Five Towns Christian Fellowship,185.1,2024,"Beans, pulses, fish, eggs, meat and other proteins",12588
Five Towns Christian Fellowship,169,2024,Dairy and alternatives,12588
Five Towns Christian Fellowship,225.85,2024,Eat less often and in small amounts,12588
Five Towns Christian Fellowship,715.6,2024,Fruit and vegetables,12588
Five Towns Christian Fellowship,79.2,2024,Not Applicable,12588
Five Towns Christian Fellowship,361.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12588
Focus4Hope,1021.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",11657
Focus4Hope,445.6,2024,Dairy and alternatives,11657
Focus4Hope,769.9,2024,Eat less often and in small amounts,11657
Focus4Hope,2200,2024,Fruit and vegetables,11657
Focus4Hope,344.78,2024,Not Applicable,11657
Focus4Hope,1658.65,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11657
Food For Families,836.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",12156
Food For Families,473.2,2024,Dairy and alternatives,12156
Food For Families,625.01,2024,Eat less often and in small amounts,12156
Food For Families,2020.4,2024,Fruit and vegetables,12156
Food For Families,325.8,2024,Not Applicable,12156
Food For Families,898.42,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12156
Food for life (Thursday),573.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",5479
Food for life (Thursday),467.6,2024,Dairy and alternatives,5479
Food for life (Thursday),380.95,2024,Eat less often and in small amounts,5479
Food for life (Thursday),2002.4,2024,Fruit and vegetables,5479
Food for life (Thursday),232.7,2024,Not Applicable,5479
Food for life (Thursday),1229.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5479
Food for Life (Tuesday),636.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",3745
Food for Life (Tuesday),573.4,2024,Dairy and alternatives,3745
Food for Life (Tuesday),375.86,2024,Eat less often and in small amounts,3745
Food for Life (Tuesday),1886.8,2024,Fruit and vegetables,3745
Food for Life (Tuesday),313,2024,Not Applicable,3745
Food for Life (Tuesday),905.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3745
Food for Life (YSH),213.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",9535
Food for Life (YSH),183.5,2024,Eat less often and in small amounts,9535
Food for Life (YSH),582.5,2024,Fruit and vegetables,9535
Food for Life (YSH),3.4,2024,Not Applicable,9535
Food for Life (YSH),424.3,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9535
Food Revival/ Rethink Food (YSH),588.15,2024,Eat less often and in small amounts,9312
FoodCycle Beeston,190.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",12219
FoodCycle Beeston,540.9,2024,Dairy and alternatives,12219
FoodCycle Beeston,419.77,2024,Eat less often and in small amounts,12219
FoodCycle Beeston,1827.4,2024,Fruit and vegetables,12219
FoodCycle Beeston,381,2024,Not Applicable,12219
FoodCycle Beeston,1.5,2024,Oil & Spreads,12219
FoodCycle Beeston,1079.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12219
FoodCycle Bradford (Thorpe),14.9,2024,"Beans, pulses, fish, eggs, meat and other proteins",12672
FoodCycle Bradford (Thorpe),82.5,2024,Dairy and alternatives,12672
FoodCycle Bradford (Thorpe),57.3,2024,Eat less often and in small amounts,12672
FoodCycle Bradford (Thorpe),438.6,2024,Fruit and vegetables,12672
FoodCycle Bradford (Thorpe),66,2024,Not Applicable,12672
FoodCycle Bradford (Thorpe),218.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12672
FoodCycle Harehills,190.85,2024,"Beans, pulses, fish, eggs, meat and other proteins",12222
FoodCycle Harehills,443.2,2024,Dairy and alternatives,12222
FoodCycle Harehills,502.48,2024,Eat less often and in small amounts,12222
FoodCycle Harehills,1545.9,2024,Fruit and vegetables,12222
FoodCycle Harehills,195.8,2024,Not Applicable,12222
FoodCycle Harehills,0,2024,Oil & Spreads,12222
FoodCycle Harehills,960.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12222
FoodCycle Seacroft,215,2024,"Beans, pulses, fish, eggs, meat and other proteins",12224
FoodCycle Seacroft,551.8,2024,Dairy and alternatives,12224
FoodCycle Seacroft,519.01,2024,Eat less often and in small amounts,12224
FoodCycle Seacroft,1718.3,2024,Fruit and vegetables,12224
FoodCycle Seacroft,256.8,2024,Not Applicable,12224
FoodCycle Seacroft,3,2024,Oil & Spreads,12224
FoodCycle Seacroft,788.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",12224
Fusion Foodbank,743.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",4732
Fusion Foodbank,537.7,2024,Dairy and alternatives,4732
Fusion Foodbank,674.45,2024,Eat less often and in small amounts,4732
Fusion Foodbank,2289.414,2024,Fruit and vegetables,4732
Fusion Foodbank,1471.4,2024,Not Applicable,4732
Fusion Foodbank,1634.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",4732
Game Changerz,793.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",10446
Game Changerz,655.7,2024,Dairy and alternatives,10446
Game Changerz,791.7,2024,Eat less often and in small amounts,10446
Game Changerz,1523.65,2024,Fruit and vegetables,10446
Game Changerz,338.7,2024,Not Applicable,10446
Game Changerz,1107.18,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10446
Gateway Cafe YSH,508.4,2024,"Beans, pulses, fish, eggs, meat and other proteins",10094
Gateway Cafe YSH,199.1,2024,Eat less often and in small amounts,10094
Gateway Cafe YSH,450.55,2024,Fruit and vegetables,10094
Gateway Cafe YSH,19.5,2024,Not Applicable,10094
Gateway Cafe YSH,325.9,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10094
GIPSIL Archway Project Leeds HH,13.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",2474
GIPSIL Archway Project Leeds HH,24.2,2024,Dairy and alternatives,2474
GIPSIL Archway Project Leeds HH,24,2024,Eat less often and in small amounts,2474
GIPSIL Archway Project Leeds HH,34.4,2024,Fruit and vegetables,2474
GIPSIL Archway Project Leeds HH,19.2,2024,Not Applicable,2474
GIPSIL Archway Project Leeds HH,50.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",2474
"Give-a-Gift, (The Muslim Kitchen)",83.9,2024,"Beans, pulses, fish, eggs, meat and other proteins",7420
"Give-a-Gift, (The Muslim Kitchen)",290.5,2024,Dairy and alternatives,7420
"Give-a-Gift, (The Muslim Kitchen)",417.97,2024,Eat less often and in small amounts,7420
"Give-a-Gift, (The Muslim Kitchen)",1656.4,2024,Fruit and vegetables,7420
"Give-a-Gift, (The Muslim Kitchen)",273.1,2024,Not Applicable,7420
"Give-a-Gift, (The Muslim Kitchen)",1.5,2024,Oil & Spreads,7420
"Give-a-Gift, (The Muslim Kitchen)",1076.3,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7420
Good Food Keighley,422.42,2024,"Beans, pulses, fish, eggs, meat and other proteins",10541
Good Food Keighley,474.2,2024,Dairy and alternatives,10541
Good Food Keighley,388.4,2024,Eat less often and in small amounts,10541
Good Food Keighley,1449.5,2024,Fruit and vegetables,10541
Good Food Keighley,381.4,2024,Not Applicable,10541
Good Food Keighley,6,2024,Oil & Spreads,10541
Good Food Keighley,828,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10541
Guiseley Community Foundation HH,46.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",5347
Guiseley Community Foundation HH,63.3,2024,Dairy and alternatives,5347
Guiseley Community Foundation HH,74.6,2024,Eat less often and in small amounts,5347
Guiseley Community Foundation HH,166.6,2024,Fruit and vegetables,5347
Guiseley Community Foundation HH,400.2,2024,Not Applicable,5347
Guiseley Community Foundation HH,77.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5347
Gummy Bears Nursery,663,2024,"Beans, pulses, fish, eggs, meat and other proteins",5648
Gummy Bears Nursery,708.8,2024,Dairy and alternatives,5648
Gummy Bears Nursery,583.55,2024,Eat less often and in small amounts,5648
Gummy Bears Nursery,1852.1,2024,Fruit and vegetables,5648
Gummy Bears Nursery,124,2024,Not Applicable,5648
Gummy Bears Nursery,930,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",5648
Gummy Bears Nursery (YSH),251.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",9447
Gummy Bears Nursery (YSH),238,2024,Eat less often and in small amounts,9447
Gummy Bears Nursery (YSH),523.514,2024,Fruit and vegetables,9447
Gummy Bears Nursery (YSH),46.8,2024,Not Applicable,9447
Gummy Bears Nursery (YSH),353.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9447
Hamara Heritage Café Healthy Holiday,151.96,2024,"Beans, pulses, fish, eggs, meat and other proteins",9858
Hamara Heritage Café Healthy Holiday,202.2,2024,Dairy and alternatives,9858
Hamara Heritage Café Healthy Holiday,271.5,2024,Eat less often and in small amounts,9858
Hamara Heritage Café Healthy Holiday,749.1,2024,Fruit and vegetables,9858
Hamara Heritage Café Healthy Holiday,335.1,2024,Not Applicable,9858
Hamara Heritage Café Healthy Holiday,1.5,2024,Oil & Spreads,9858
Hamara Heritage Café Healthy Holiday,723.2,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9858
Hamara Hlc,451.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",570
Hamara Hlc,607.3,2024,Dairy and alternatives,570
Hamara Hlc,533.72,2024,Eat less often and in small amounts,570
Hamara Hlc,2005.3,2024,Fruit and vegetables,570
Hamara Hlc,506.8,2024,Not Applicable,570
Hamara Hlc,3,2024,Oil & Spreads,570
Hamara Hlc,1015.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",570
Hamara HLC (YSH),533.35,2024,"Beans, pulses, fish, eggs, meat and other proteins",8681
Hamara HLC (YSH),452.6,2024,Eat less often and in small amounts,8681
Hamara HLC (YSH),1139.764,2024,Fruit and vegetables,8681
Hamara HLC (YSH),68.6,2024,Not Applicable,8681
Hamara HLC (YSH),830,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8681
Happy Days UK (PCP Collection Only),746,2024,Not Applicable,10690
Happy Days UK (The Banqueting Table),2506.3,2024,"Beans, pulses, fish, eggs, meat and other proteins",942
Happy Days UK (The Banqueting Table),992.65,2024,Dairy and alternatives,942
Happy Days UK (The Banqueting Table),1380.53,2024,Eat less often and in small amounts,942
Happy Days UK (The Banqueting Table),3992.45,2024,Fruit and vegetables,942
Happy Days UK (The Banqueting Table),525.8,2024,Not Applicable,942
Happy Days UK (The Banqueting Table),2737.29,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",942
Harehills Lane Baptist Church (Courtyard Cafe),443.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",3527
Harehills Lane Baptist Church (Courtyard Cafe),260.9,2024,Dairy and alternatives,3527
Harehills Lane Baptist Church (Courtyard Cafe),300.78,2024,Eat less often and in small amounts,3527
Harehills Lane Baptist Church (Courtyard Cafe),1218.7,2024,Fruit and vegetables,3527
Harehills Lane Baptist Church (Courtyard Cafe),202.3,2024,Not Applicable,3527
Harehills Lane Baptist Church (Courtyard Cafe),664.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3527
Headfield Junior School,391.3,2024,"Beans, pulses, fish, eggs, meat and other proteins",6061
Headfield Junior School,383.2,2024,Dairy and alternatives,6061
Headfield Junior School,384.65,2024,Eat less often and in small amounts,6061
Headfield Junior School,1231.05,2024,Fruit and vegetables,6061
Headfield Junior School,112.8,2024,Not Applicable,6061
Headfield Junior School,686.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",6061
Headfield Junior School (YSH),98.5,2024,"Beans, pulses, fish, eggs, meat and other proteins",8675
Headfield Junior School (YSH),194.7,2024,Eat less often and in small amounts,8675
Headfield Junior School (YSH),447.914,2024,Fruit and vegetables,8675
Headfield Junior School (YSH),6.8,2024,Not Applicable,8675
Headfield Junior School (YSH),261.4,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8675
Healey Junior Infant and Nursery School,308.6,2024,"Beans, pulses, fish, eggs, meat and other proteins",10528
Healey Junior Infant and Nursery School,320.6,2024,Dairy and alternatives,10528
Healey Junior Infant and Nursery School,317.7,2024,Eat less often and in small amounts,10528
Healey Junior Infant and Nursery School,990.1,2024,Fruit and vegetables,10528
Healey Junior Infant and Nursery School,130.9,2024,Not Applicable,10528
Healey Junior Infant and Nursery School,723,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10528
HfA Cottingley Pantry,654.14,2024,"Beans, pulses, fish, eggs, meat and other proteins",11936
HfA Cottingley Pantry,533.2,2024,Dairy and alternatives,11936
HfA Cottingley Pantry,649.41,2024,Eat less often and in small amounts,11936
HfA Cottingley Pantry,2445.6,2024,Fruit and vegetables,11936
HfA Cottingley Pantry,402.2,2024,Not Applicable,11936
HfA Cottingley Pantry,1427.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",11936
HfA Cranmore Food Pantry,536.7,2024,"Beans, pulses, fish, eggs, meat and other proteins",8503
HfA Cranmore Food Pantry,440,2024,Dairy and alternatives,8503
HfA Cranmore Food Pantry,373.52,2024,Eat less often and in small amounts,8503
HfA Cranmore Food Pantry,1523.7,2024,Fruit and vegetables,8503
HfA Cranmore Food Pantry,497.3,2024,Not Applicable,8503
HfA Cranmore Food Pantry,815.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8503
HFA Parochial Food Pantry,908.15,2024,"Beans, pulses, fish, eggs, meat and other proteins",9669
HFA Parochial Food Pantry,1113.7,2024,Dairy and alternatives,9669
HFA Parochial Food Pantry,761,2024,Eat less often and in small amounts,9669
HFA Parochial Food Pantry,3215.2,2024,Fruit and vegetables,9669
HFA Parochial Food Pantry,537.52,2024,Not Applicable,9669
HFA Parochial Food Pantry,3,2024,Oil & Spreads,9669
HFA Parochial Food Pantry,2091,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9669
HfA Watsonia Food Pantry,508.52,2024,"Beans, pulses, fish, eggs, meat and other proteins",9564
HfA Watsonia Food Pantry,504.8,2024,Dairy and alternatives,9564
HfA Watsonia Food Pantry,508.96,2024,Eat less often and in small amounts,9564
HfA Watsonia Food Pantry,1803.1,2024,Fruit and vegetables,9564
HfA Watsonia Food Pantry,425.4,2024,Not Applicable,9564
HfA Watsonia Food Pantry,821.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9564
High Crags School Foodbank,567.75,2024,"Beans, pulses, fish, eggs, meat and other proteins",7070
High Crags School Foodbank,391.7,2024,Dairy and alternatives,7070
High Crags School Foodbank,402.16,2024,Eat less often and in small amounts,7070
High Crags School Foodbank,1783.15,2024,Fruit and vegetables,7070
High Crags School Foodbank,241.5,2024,Not Applicable,7070
High Crags School Foodbank,736.5,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",7070
Holbeck Together,647.8,2024,"Beans, pulses, fish, eggs, meat and other proteins",3992
Holbeck Together,398.7,2024,Dairy and alternatives,3992
Holbeck Together,564.03,2024,Eat less often and in small amounts,3992
Holbeck Together,2112.5,2024,Fruit and vegetables,3992
Holbeck Together,295.9,2024,Not Applicable,3992
Holbeck Together,1.5,2024,Oil & Spreads,3992
Holbeck Together,1373.7,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",3992
Holbeck Together (YSH),225,2024,"Beans, pulses, fish, eggs, meat and other proteins",9416
Holbeck Together (YSH),242.8,2024,Eat less often and in small amounts,9416
Holbeck Together (YSH),528.914,2024,Fruit and vegetables,9416
Holbeck Together (YSH),26.8,2024,Not Applicable,9416
Holbeck Together (YSH),281.3,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9416
Holbeck Together Healthy Holiday,29.1,2024,"Beans, pulses, fish, eggs, meat and other proteins",9891
Holbeck Together Healthy Holiday,82.4,2024,Dairy and alternatives,9891
Holbeck Together Healthy Holiday,60,2024,Eat less often and in small amounts,9891
Holbeck Together Healthy Holiday,167.5,2024,Fruit and vegetables,9891
Holbeck Together Healthy Holiday,70.4,2024,Not Applicable,9891
Holbeck Together Healthy Holiday,96.1,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",9891
HOPE Community Project (Pantry),566.02,2024,"Beans, pulses, fish, eggs, meat and other proteins",8256
HOPE Community Project (Pantry),534.8,2024,Dairy and alternatives,8256
HOPE Community Project (Pantry),515.16,2024,Eat less often and in small amounts,8256
HOPE Community Project (Pantry),1617.7,2024,Fruit and vegetables,8256
HOPE Community Project (Pantry),474.1,2024,Not Applicable,8256
HOPE Community Project (Pantry),759.7,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",8256
Hope Community Project (YSH),208.9,2024,"Beans, pulses, fish, eggs, meat and other proteins",10220
Hope Community Project (YSH),122,2024,Eat less often and in small amounts,10220
Hope Community Project (YSH),288.7,2024,Fruit and vegetables,10220
Hope Community Project (YSH),36.8,2024,Not Applicable,10220
Hope Community Project (YSH),269.8,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10220
Horsforth Community Assets Project (HCAP),406.62,2024,"Beans, pulses, fish, eggs, meat and other proteins",10625
Horsforth Community Assets Project (HCAP),330.2,2024,Dairy and alternatives,10625
Horsforth Community Assets Project (HCAP),401.8,2024,Eat less often and in small amounts,10625
Horsforth Community Assets Project (HCAP),1668.3,2024,Fruit and vegetables,10625
Horsforth Community Assets Project (HCAP),332.4,2024,Not Applicable,10625
Horsforth Community Assets Project (HCAP),839.6,2024,"Potatoes, bread, rice, pasta and other starchy carbohydrates",10625
Huddersfield Mission Cafe,532.2,2024,"Beans, pulses, fish, eggs, meat and other proteins",959
Huddersfield Mission Cafe,548.1,2024,Dairy and alternatives,959
Huddersfield Mission Cafe,439,2024,Eat less often and in small amounts,959
